st_case,crashdate,state,statename,countyname,totalvehicles,fatals,persons,peds
510501,10/3/2015 8:05 AM,51,Virginia,CARROLL (35),1,1,2,0
510502,10/4/2015 8:05 PM,51,Virginia,ALBEMARLE (3),2,1,3,0
510503,9/2/2015 7:50 PM,51,Virginia,PATRICK (141),1,1,1,0
510504,9/8/2015 5:48 PM,51,Virginia,ALBEMARLE (3),1,1,1,0
510505,9/27/2015 10:35 PM,51,Virginia,MECKLENBURG (117),1,1,1,0
510506,10/3/2015 10:44 PM,51,Virginia,ROANOKE (161),1,1,5,0
510507,10/7/2015 7:15 AM,51,Virginia,LOUISA (109),1,1,2,0
510508,9/16/2015 1:00 PM,51,Virginia,ROANOKE (161),1,1,1,1
510509,10/5/2015 6:53 PM,51,Virginia,GOOCHLAND (75),1,1,1,0
510510,10/9/2015 8:54 AM,51,Virginia,LEE (105),1,1,1,0
510511,10/6/2015 3:30 PM,51,Virginia,RUSSELL (167),1,1,1,0
510512,10/5/2015 7:40 PM,51,Virginia,SCOTT (169),1,1,2,0
510513,10/8/2015 3:06 AM,51,Virginia,FAUQUIER (61),2,2,2,0
510514,10/9/2015 2:17 PM,51,Virginia,LYNCHBURG (680),1,1,1,0
510515,10/8/2015 7:46 AM,51,Virginia,MONTGOMERY (121),1,1,1,1
510516,9/29/2015 6:53 AM,51,Virginia,HANOVER (85),2,1,2,0
510517,10/9/2015 6:25 AM,51,Virginia,SUFFOLK (800),2,1,2,0
510518,10/12/2015 8:40 AM,51,Virginia,SUSSEX (183),1,1,2,0
510519,10/6/2015 1:35 PM,51,Virginia,FAUQUIER (61),1,1,1,0
510520,10/13/2015 9:02 AM,51,Virginia,FREDERICK (69),3,2,4,0
510521,8/19/2015 9:17 PM,51,Virginia,NEWPORT NEWS (700),1,1,1,1
510522,10/8/2015 6:30 PM,51,Virginia,MECKLENBURG (117),1,1,1,0
510523,8/5/2015 8:45 AM,51,Virginia,PORTSMOUTH (740),2,1,2,0
510524,9/1/2015 12:16 PM,51,Virginia,DICKENSON (51),1,1,3,0
510525,8/31/2015 3:15 PM,51,Virginia,DINWIDDIE (53),1,1,2,0
510526,8/31/2015 2:58 PM,51,Virginia,WISE (195),1,1,1,1
510527,9/17/2015 9:58 PM,51,Virginia,FAIRFAX (59),1,1,1,1
510528,10/9/2015 9:02 AM,51,Virginia,LEE (105),1,1,1,0
510530,10/16/2015 5:10 PM,51,Virginia,BOTETOURT (23),1,1,1,1
510531,10/17/2015 9:25 AM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510532,10/14/2015 4:35 PM,51,Virginia,ESSEX (57),1,1,1,0
510533,8/29/2015 6:52 PM,51,Virginia,NEWPORT NEWS (700),1,1,1,0
510534,10/19/2015 8:50 AM,51,Virginia,HAMPTON (650),1,1,1,0
510535,10/17/2015 6:20 PM,51,Virginia,LEE (105),1,1,2,0
510536,10/21/2015 4:11 AM,51,Virginia,LUNENBURG (111),1,1,1,0
510537,10/18/2015 12:55 AM,51,Virginia,CHESAPEAKE (550),1,1,1,0
510538,9/25/2015 8:50 PM,51,Virginia,POQUOSON (735),1,1,1,1
510539,10/10/2015 12:59 AM,51,Virginia,RICHMOND (760),1,1,1,0
510540,9/5/2015 2:07 PM,51,Virginia,FAIRFAX (59),2,1,4,1
510541,9/3/2015 9:36 AM,51,Virginia,ALEXANDRIA (510),1,1,1,1
510542,10/22/2015 6:50 PM,51,Virginia,SPOTSYLVANIA (177),3,1,3,0
510543,10/25/2015 10:15 PM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510544,9/17/2015 6:20 AM,51,Virginia,WARREN (187),2,1,2,0
510545,10/25/2015 2:38 AM,51,Virginia,POQUOSON (735),1,1,2,0
510546,10/24/2015 11:39 PM,51,Virginia,HENRICO (87),1,1,1,0
510547,10/25/2015 1:00 AM,51,Virginia,ROCKINGHAM (165),1,1,1,0
510548,10/30/2015 3:10 AM,51,Virginia,MONTGOMERY (121),1,1,1,0
510549,10/18/2015 2:08 AM,51,Virginia,STAFFORD (179),1,1,1,1
510550,10/26/2015 7:50 PM,51,Virginia,FREDERICK (69),1,1,1,0
510551,10/29/2015 4:45 PM,51,Virginia,DINWIDDIE (53),1,1,1,0
510552,11/3/2015 3:37 AM,51,Virginia,FREDERICKSBURG (630),2,1,3,0
510553,10/29/2015 2:15 PM,51,Virginia,CHARLOTTE (37),2,1,2,0
510554,10/3/2015 5:50 PM,51,Virginia,WYTHE (197),3,1,6,0
510555,11/1/2015 1:29 AM,51,Virginia,VIRGINIA BEACH (810),1,1,1,0
510556,8/25/2015 3:24 PM,51,Virginia,NORTHAMPTON (131),2,1,3,0
510557,9/19/2015 7:07 PM,51,Virginia,RADFORD (750),1,1,1,0
510558,10/29/2015 2:35 PM,51,Virginia,CLARKE (43),1,1,1,0
510559,11/3/2015 3:57 PM,51,Virginia,FRANKLIN (67),2,1,2,0
510560,10/30/2015 6:53 AM,51,Virginia,CHESAPEAKE (550),2,1,2,0
510561,10/30/2015 9:50 AM,51,Virginia,GREENSVILLE (81),2,1,2,0
510562,11/4/2015 5:20 AM,51,Virginia,LEE (105),1,1,1,0
510563,11/8/2015 4:33 PM,51,Virginia,SHENANDOAH (171),1,2,3,0
510564,11/5/2015 6:49 AM,51,Virginia,ROANOKE (161),2,1,2,0
510565,11/11/2015 11:27 AM,51,Virginia,ISLE OF WIGHT (93),2,1,2,0
510566,11/5/2015 12:53 PM,51,Virginia,CARROLL (35),2,1,2,0
510567,11/12/2015 2:25 AM,51,Virginia,CULPEPER (47),1,1,2,0
510568,11/11/2015 3:40 PM,51,Virginia,ORANGE (137),2,1,2,0
510569,8/31/2015 8:17 PM,51,Virginia,FAIRFAX (59),1,1,1,1
510570,11/12/2015 3:55 PM,51,Virginia,FRANKLIN (67),1,1,1,0
510571,11/1/2015 4:25 PM,51,Virginia,STAFFORD (179),1,1,1,1
510572,10/17/2015 5:36 PM,51,Virginia,FAUQUIER (61),3,1,3,0
510573,10/15/2015 4:20 PM,51,Virginia,WASHINGTON (191),3,1,2,0
510574,10/31/2015 12:28 AM,51,Virginia,CHESTERFIELD (41),1,1,4,0
510575,11/5/2015 7:10 AM,51,Virginia,CAROLINE (33),1,2,2,0
510576,11/10/2015 5:30 PM,51,Virginia,CLARKE (43),1,1,1,0
510577,11/10/2015 5:15 PM,51,Virginia,ORANGE (137),1,1,1,0
510578,11/15/2015 2:07 AM,51,Virginia,PRINCE GEORGE (149),1,1,2,0
510579,11/13/2015 3:55 PM,51,Virginia,SHENANDOAH (171),1,1,2,1
510580,11/1/2015 4:37 AM,51,Virginia,RICHMOND (760),1,1,2,0
510581,11/15/2015 5:00 AM,51,Virginia,ALBEMARLE (3),1,1,2,0
510582,11/10/2015 11:20 PM,51,Virginia,FAUQUIER (61),1,1,2,0
510583,11/5/2015 5:03 PM,51,Virginia,ROCKINGHAM (165),3,1,3,0
510584,11/16/2015 2:40 PM,51,Virginia,HENRY (89),1,1,1,0
510585,9/20/2015 5:25 PM,51,Virginia,FRANKLIN (67),1,1,1,0
510586,10/1/2015 2:38 PM,51,Virginia,HENRY (89),3,1,4,0
510587,11/6/2015 10:35 PM,51,Virginia,PRINCE WILLIAM (153),2,1,6,0
510588,11/12/2015 2:59 AM,51,Virginia,ALBEMARLE (3),1,1,1,0
510589,11/11/2015 4:20 PM,51,Virginia,BUCHANAN (27),1,3,4,0
510590,11/13/2015 2:50 PM,51,Virginia,NOTTOWAY (135),2,2,3,0
510591,11/13/2015 2:55 AM,51,Virginia,HALIFAX (83),1,1,1,0
510592,11/19/2015 2:39 PM,51,Virginia,AMHERST (9),1,1,1,0
510593,11/17/2015 1:00 PM,51,Virginia,FLOYD (63),1,1,1,0
510594,11/19/2015 11:29 AM,51,Virginia,STAFFORD (179),2,1,2,0
510595,11/21/2015 9:04 AM,51,Virginia,RICHMOND (760),1,1,2,0
510596,11/21/2015 9:13 AM,51,Virginia,CHESTERFIELD (41),1,1,2,0
510597,11/20/2015 4:45 PM,51,Virginia,CAMPBELL (31),1,1,1,0
510598,11/20/2015 4:45 AM,51,Virginia,CAROLINE (33),1,1,1,0
510599,11/22/2015 7:40 AM,51,Virginia,RICHMOND (760),1,1,1,1
510600,9/18/2015 4:21 AM,51,Virginia,PORTSMOUTH (740),2,1,2,0
510601,10/18/2015 10:13 PM,51,Virginia,BEDFORD (19),1,1,2,0
510602,10/17/2015 3:23 PM,51,Virginia,KING WILLIAM (101),2,1,2,0
510603,11/20/2015 3:46 PM,51,Virginia,PRINCE GEORGE (149),2,2,2,0
510604,11/25/2015 1:06 AM,51,Virginia,LOUDOUN (107),2,1,2,0
510605,11/25/2015 4:00 AM,51,Virginia,KING GEORGE (99),1,1,1,0
510606,11/22/2015 12:40 AM,51,Virginia,LOUDOUN (107),4,1,2,0
510607,11/19/2015 6:32 PM,51,Virginia,PRINCE WILLIAM (153),2,1,2,0
510608,10/23/2015 6:57 AM,51,Virginia,CHESTERFIELD (41),1,1,1,1
510609,11/28/2015 11:30 AM,51,Virginia,CRAIG (45),2,1,3,0
510610,10/17/2015 3:50 AM,51,Virginia,GILES (71),1,1,1,0
510611,10/31/2015 4:00 AM,51,Virginia,HENRICO (87),1,1,1,0
510612,10/24/2015 3:24 PM,51,Virginia,DINWIDDIE (53),1,2,2,0
510613,10/31/2015 1:02 AM,51,Virginia,NELSON (125),1,1,1,0
510614,11/9/2015 5:23 PM,51,Virginia,HARRISONBURG (660),2,1,2,0
510615,11/12/2015 6:25 AM,51,Virginia,PRINCE WILLIAM (153),1,1,1,1
510616,12/5/2015 10:30 PM,51,Virginia,WASHINGTON (191),1,1,2,0
510617,11/4/2015 8:10 PM,51,Virginia,FLUVANNA (65),1,1,1,0
510618,12/3/2015 12:15 PM,51,Virginia,MECKLENBURG (117),1,1,2,0
510619,12/4/2015 1:30 AM,51,Virginia,HENRICO (87),1,1,1,0
510620,11/29/2015 9:25 AM,51,Virginia,PATRICK (141),1,1,1,0
510621,12/1/2015 3:15 PM,51,Virginia,FLUVANNA (65),2,1,2,0
510622,12/4/2015 7:00 AM,51,Virginia,LOUISA (109),1,1,1,0
510623,10/3/2015 8:59 PM,51,Virginia,FAIRFAX (59),3,1,4,0
510624,12/5/2015 12:06 AM,51,Virginia,MADISON (113),1,1,1,0
510625,12/5/2015 9:35 PM,51,Virginia,WARREN (187),1,1,1,0
510626,12/8/2015 1:50 AM,51,Virginia,MECKLENBURG (117),1,1,2,0
510627,12/8/2015 8:25 AM,51,Virginia,FREDERICK (69),2,1,4,0
510628,12/8/2015 12:10 PM,51,Virginia,AUGUSTA (15),3,1,3,0
510629,11/3/2015 3:45 PM,51,Virginia,HAMPTON (650),1,1,1,1
510630,11/28/2015 5:07 AM,51,Virginia,HAMPTON (650),2,1,2,0
510631,12/3/2015 9:40 PM,51,Virginia,CHESAPEAKE (550),1,1,1,1
510632,12/3/2015 5:30 PM,51,Virginia,WASHINGTON (191),1,1,3,1
510633,12/6/2015 6:00 AM,51,Virginia,PRINCE GEORGE (149),1,1,7,0
510634,10/26/2015 11:21 PM,51,Virginia,ALBEMARLE (3),1,1,1,0
510635,11/6/2015 10:24 AM,51,Virginia,WISE (195),1,1,1,1
510636,10/20/2015 4:20 AM,51,Virginia,CHARLES CITY (36),1,1,1,0
510637,12/6/2015 6:23 PM,51,Virginia,STAFFORD (179),2,1,4,1
510638,12/14/2015 2:05 AM,51,Virginia,LOUDOUN (107),1,1,1,0
510639,12/15/2015 8:30 PM,51,Virginia,RICHMOND (760),1,1,2,1
510640,11/23/2015 9:45 AM,51,Virginia,GILES (71),2,1,2,0
510641,11/23/2015 11:57 AM,51,Virginia,TAZEWELL (185),1,1,2,0
510642,11/28/2015 6:17 PM,51,Virginia,LOUDOUN (107),1,1,1,1
510644,11/8/2015 2:47 AM,51,Virginia,FAIRFAX (59),1,1,1,0
510645,12/10/2015 3:55 PM,51,Virginia,DINWIDDIE (53),1,1,2,0
510646,12/13/2015 3:55 AM,51,Virginia,MATHEWS (115),1,1,1,1
510647,12/13/2015 12:20 AM,51,Virginia,AUGUSTA (15),1,1,1,1
510648,12/15/2015 7:25 PM,51,Virginia,GLOUCESTER (73),1,1,1,1
510649,10/24/2015 2:20 AM,51,Virginia,VIRGINIA BEACH (810),1,1,1,0
510650,11/24/2015 5:50 PM,51,Virginia,HALIFAX (83),2,2,3,0
510651,12/11/2015 11:29 PM,51,Virginia,ROCKINGHAM (165),1,1,2,0
510652,12/13/2015 2:34 AM,51,Virginia,KING GEORGE (99),1,1,1,1
510653,11/17/2015 6:07 PM,51,Virginia,NORFOLK (710),1,1,1,1
510654,11/1/2015 10:43 PM,51,Virginia,FAIRFAX (59),1,1,1,1
510655,11/19/2015 9:38 PM,51,Virginia,FAIRFAX (59),1,1,1,1
510656,12/17/2015 9:08 PM,51,Virginia,HENRY (89),1,1,1,2
510657,12/15/2015 9:57 PM,51,Virginia,LOUDOUN (107),1,1,1,0
510658,12/17/2015 2:57 PM,51,Virginia,FAUQUIER (61),3,1,3,0
510659,12/17/2015 10:37 PM,51,Virginia,AUGUSTA (15),2,1,3,0
510660,12/13/2015 8:21 PM,51,Virginia,FAUQUIER (61),2,1,4,0
510661,12/22/2015 7:47 AM,51,Virginia,BOTETOURT (23),1,1,1,0
510662,12/23/2015 5:45 PM,51,Virginia,RICHMOND (760),1,1,1,0
510663,12/25/2015 7:48 PM,51,Virginia,RICHMOND (760),2,1,2,1
510664,12/22/2015 1:56 PM,51,Virginia,JAMES CITY (95),2,1,2,0
510665,12/29/2015 2:08 AM,51,Virginia,LEE (105),1,1,2,1
510666,12/29/2015 7:09 AM,51,Virginia,ALBEMARLE (3),1,1,1,1
510667,12/4/2015 3:30 AM,51,Virginia,NELSON (125),1,1,1,0
510668,12/17/2015 12:00 PM,51,Virginia,RUSSELL (167),2,1,2,0
510669,10/27/2015 7:56 PM,51,Virginia,FAIRFAX (59),1,2,2,0
510670,12/15/2015 5:59 PM,51,Virginia,ROANOKE (161),1,1,1,1
510671,12/24/2015 11:10 PM,51,Virginia,BEDFORD (19),1,1,1,0
510672,12/26/2015 12:24 PM,51,Virginia,SURRY (181),2,1,2,0
510673,12/27/2015 11:10 PM,51,Virginia,ALLEGHANY (5),1,1,2,0
510674,12/30/2015 4:40 PM,51,Virginia,SUFFOLK (800),2,1,2,0
510675,12/30/2015 5:19 AM,51,Virginia,NEW KENT (127),2,1,2,0
510676,12/9/2015 9:23 PM,51,Virginia,ACCOMACK (1),1,1,4,0
510677,12/15/2015 12:55 PM,51,Virginia,POWHATAN (145),2,1,3,0
510678,12/15/2015 12:50 PM,51,Virginia,PRINCE EDWARD (147),1,1,1,0
510679,12/20/2015 5:40 AM,51,Virginia,SURRY (181),1,1,2,1
510680,12/23/2015 12:30 PM,51,Virginia,FREDERICK (69),3,1,4,0
510681,12/28/2015 9:03 AM,51,Virginia,LANCASTER (103),1,1,1,0
510682,12/5/2015 12:39 PM,51,Virginia,CHESAPEAKE (550),2,1,3,0
510683,12/27/2015 2:41 PM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510684,12/29/2015 12:56 PM,51,Virginia,KING GEORGE (99),1,1,5,0
510685,10/21/2015 6:28 AM,51,Virginia,FAIRFAX (59),1,1,1,1
510686,8/9/2015 7:10 PM,51,Virginia,WASHINGTON (191),3,1,3,0
510687,10/29/2015 11:20 AM,51,Virginia,STAFFORD (179),1,1,1,0
510688,9/16/2015 6:34 AM,51,Virginia,STAFFORD (179),1,1,1,0
510689,12/19/2015 5:49 PM,51,Virginia,CHESAPEAKE (550),4,1,6,0
510690,12/9/2015 6:20 PM,51,Virginia,STAFFORD (179),2,1,5,0
510691,12/19/2015 12:00 AM,51,Virginia,STAFFORD (179),1,1,1,0
510692,10/6/2015 4:34 PM,51,Virginia,YORK (199),1,1,1,0
510693,10/21/2015 8:09 AM,51,Virginia,HANOVER (85),4,1,5,0
510694,11/7/2015 9:36 AM,51,Virginia,STAFFORD (179),1,1,2,0
510695,12/9/2015 4:03 PM,51,Virginia,ROCKINGHAM (165),3,1,5,0
510696,12/31/2015 9:45 PM,51,Virginia,BUCKINGHAM (29),1,1,2,0
510697,11/27/2015 6:40 PM,51,Virginia,CULPEPER (47),1,1,1,1
510698,12/15/2015 11:05 AM,51,Virginia,WAYNESBORO (820),1,1,2,0
510699,12/28/2015 4:45 PM,51,Virginia,FAUQUIER (61),3,1,2,0
510700,12/16/2015 6:30 AM,51,Virginia,FAIRFAX (59),1,1,1,1
510701,11/29/2015 11:05 AM,51,Virginia,NORFOLK (710),2,1,1,0
510702,12/6/2015 5:43 PM,51,Virginia,ARLINGTON (13),1,1,1,0
510703,11/5/2015 3:40 AM,51,Virginia,NEWPORT NEWS (700),4,1,3,0
510704,11/10/2015 2:07 AM,51,Virginia,NEWPORT NEWS (700),1,1,1,0
510705,12/24/2015 11:14 PM,51,Virginia,NEWPORT NEWS (700),2,1,6,0
510706,12/26/2015 9:18 PM,51,Virginia,HAMPTON (650),2,1,2,0
510707,11/26/2015 8:46 PM,51,Virginia,NEWPORT NEWS (700),1,1,1,0
510708,9/21/2015 12:50 PM,51,Virginia,CHESAPEAKE (550),3,1,4,0
510709,11/22/2015 10:07 PM,51,Virginia,FAIRFAX (59),1,1,2,0
510710,12/27/2015 3:33 AM,51,Virginia,SUFFOLK (800),1,1,1,0
510711,12/19/2015 7:15 PM,51,Virginia,CHARLOTTE (37),2,1,5,0
510712,12/30/2015 4:10 AM,51,Virginia,NELSON (125),1,1,1,1
510713,12/13/2015 4:22 AM,51,Virginia,NORFOLK (710),1,1,4,0
510714,12/18/2015 11:02 PM,51,Virginia,FAIRFAX (59),1,1,2,0
510001,1/1/2014 1:38 AM,51,Virginia,NEWPORT NEWS (700),1,1,2,0
510002,1/2/2014 6:52 PM,51,Virginia,ROCKBRIDGE (163),1,1,1,0
510003,1/2/2014 4:40 PM,51,Virginia,ROCKBRIDGE (163),1,1,1,0
510004,1/1/2014 10:10 PM,51,Virginia,ROCKINGHAM (165),3,1,3,1
510005,1/2/2014 9:30 PM,51,Virginia,GREENE (79),1,1,1,0
510006,1/4/2014 6:22 AM,51,Virginia,MECKLENBURG (117),1,1,1,0
510007,1/5/2014 7:03 AM,51,Virginia,LYNCHBURG (680),1,1,1,0
510008,1/5/2014 10:05 PM,51,Virginia,VIRGINIA BEACH (810),3,1,5,0
510009,1/4/2014 12:15 PM,51,Virginia,FAUQUIER (61),1,1,1,0
510010,1/8/2014 7:50 AM,51,Virginia,KING GEORGE (99),2,1,2,0
510011,1/9/2014 6:30 PM,51,Virginia,SUSSEX (183),1,1,1,0
510012,1/8/2014 7:56 PM,51,Virginia,CULPEPER (47),2,1,2,0
510013,1/7/2014 6:49 PM,51,Virginia,PRINCE WILLIAM (153),2,1,2,0
510014,1/8/2014 1:27 PM,51,Virginia,WASHINGTON (191),1,1,1,1
510016,1/10/2014 5:50 AM,51,Virginia,ORANGE (137),2,1,2,0
510017,1/11/2014 2:03 AM,51,Virginia,CAMPBELL (31),1,1,1,0
510018,1/11/2014 4:07 AM,51,Virginia,HENRY (89),1,1,1,0
510019,1/11/2014 4:15 PM,51,Virginia,ACCOMACK (1),1,1,1,0
510020,1/12/2014 3:32 PM,51,Virginia,BEDFORD (19),2,1,2,0
510021,1/13/2014 8:13 AM,51,Virginia,HANOVER (85),1,1,1,1
510022,1/15/2014 8:15 AM,51,Virginia,FAIRFAX (59),2,1,2,0
510023,1/16/2014 12:10 PM,51,Virginia,WISE (195),1,1,1,0
510024,1/16/2014 9:39 PM,51,Virginia,RICHMOND (760),1,1,1,1
510025,1/17/2014 11:59 AM,51,Virginia,GLOUCESTER (73),3,1,1,0
510026,1/20/2014 5:40 PM,51,Virginia,AUGUSTA (15),1,1,1,0
510027,1/17/2014 6:30 AM,51,Virginia,SHENANDOAH (171),1,1,1,1
510028,1/20/2014 10:26 PM,51,Virginia,BEDFORD (19),1,1,2,0
510029,1/22/2014 11:01 AM,51,Virginia,HENRY (89),1,1,1,0
510030,1/25/2014 3:39 PM,51,Virginia,SUFFOLK (800),1,1,1,0
510031,1/24/2014 8:29 PM,51,Virginia,ALBEMARLE (3),4,1,4,0
510032,1/24/2014 11:10 AM,51,Virginia,PRINCE WILLIAM (153),2,1,3,0
510033,1/19/2014 7:53 AM,51,Virginia,FAIRFAX (59),1,1,1,1
510034,1/25/2014 5:35 PM,51,Virginia,WARREN (187),1,1,3,0
510035,1/26/2014 1:40 PM,51,Virginia,SCOTT (169),2,1,3,0
510036,1/24/2014 2:09 AM,51,Virginia,ARLINGTON (13),2,1,2,0
510037,1/26/2014 8:11 PM,51,Virginia,JAMES CITY (95),2,1,2,0
510038,1/27/2014 7:57 AM,51,Virginia,GOOCHLAND (75),2,1,3,0
510039,1/27/2014 10:40 PM,51,Virginia,ROCKINGHAM (165),1,1,1,0
510040,1/30/2014 5:30 AM,51,Virginia,PAGE (139),2,1,2,0
510041,1/30/2014 2:30 AM,51,Virginia,BOTETOURT (23),1,1,1,0
510042,1/20/2014 6:04 PM,51,Virginia,FAIRFAX (59),2,2,6,0
510043,1/21/2014 9:30 AM,51,Virginia,FREDERICK (69),1,1,1,0
510044,1/31/2014 9:24 AM,51,Virginia,GREENSVILLE (81),1,1,1,0
510045,1/9/2014 10:07 PM,51,Virginia,HENRY (89),2,2,2,0
510046,1/19/2014 3:30 AM,51,Virginia,GRAYSON (77),1,1,1,0
510047,1/9/2014 5:00 PM,51,Virginia,PATRICK (141),2,1,2,0
510048,1/2/2014 5:30 PM,51,Virginia,RICHMOND (760),1,1,1,1
510049,2/2/2014 9:28 PM,51,Virginia,CARROLL (35),1,1,1,0
510050,2/3/2014 12:57 PM,51,Virginia,YORK (199),1,1,1,0
510051,2/6/2014 11:52 AM,51,Virginia,ISLE OF WIGHT (93),1,1,1,0
510052,2/1/2014 3:51 PM,51,Virginia,CLARKE (43),1,1,1,0
510053,2/7/2014 9:32 PM,51,Virginia,KING AND QUEEN (97),1,1,1,0
510054,2/7/2014 9:40 PM,51,Virginia,BRUNSWICK (25),1,2,3,0
510055,2/9/2014 1:50 AM,51,Virginia,HAMPTON (650),1,1,3,0
510056,2/9/2014 7:00 PM,51,Virginia,LUNENBURG (111),1,1,1,0
510057,2/3/2014 10:38 PM,51,Virginia,HENRICO (87),1,2,3,0
510058,2/12/2014 4:02 PM,51,Virginia,SPOTSYLVANIA (177),2,1,2,0
510059,2/3/2014 1:49 AM,51,Virginia,FAIRFAX (59),1,2,3,0
510060,2/13/2014 5:35 AM,51,Virginia,LOUDOUN (107),2,1,2,0
510061,2/12/2014 2:45 PM,51,Virginia,HALIFAX (83),2,1,3,0
510062,2/15/2014 1:15 PM,51,Virginia,MECKLENBURG (117),1,1,2,0
510063,2/15/2014 7:04 AM,51,Virginia,GLOUCESTER (73),1,1,1,0
510064,2/14/2014 8:00 PM,51,Virginia,CHESTERFIELD (41),2,1,2,0
510065,2/18/2014 8:20 AM,51,Virginia,WISE (195),2,1,2,0
510066,2/18/2014 2:38 PM,51,Virginia,ISLE OF WIGHT (93),1,1,1,0
510067,2/19/2014 5:00 PM,51,Virginia,PITTSYLVANIA (143),2,1,5,0
510068,2/20/2014 5:03 AM,51,Virginia,FAIRFAX (59),1,1,1,1
510069,2/22/2014 7:56 PM,51,Virginia,WESTMORELAND (193),2,1,2,0
510070,2/24/2014 11:30 AM,51,Virginia,ARLINGTON (13),2,1,1,1
510071,2/24/2014 6:34 PM,51,Virginia,ROANOKE (770),1,1,1,1
510072,2/26/2014 11:46 AM,51,Virginia,BRUNSWICK (25),1,1,1,0
510073,2/25/2014 11:24 AM,51,Virginia,ACCOMACK (1),1,1,1,1
510074,2/12/2014 5:57 AM,51,Virginia,SUFFOLK (800),1,1,1,0
510075,2/23/2014 7:03 AM,51,Virginia,FAIRFAX (59),1,1,2,0
510076,2/28/2014 4:24 AM,51,Virginia,ISLE OF WIGHT (93),2,1,2,0
510077,2/28/2014 1:00 PM,51,Virginia,BOTETOURT (23),1,1,1,0
510078,2/28/2014 9:58 PM,51,Virginia,NORFOLK (710),2,1,2,0
510079,2/28/2014 5:20 PM,51,Virginia,PATRICK (141),1,1,1,1
510080,2/6/2014 9:49 AM,51,Virginia,PRINCE WILLIAM (153),3,2,4,0
510081,2/11/2014 7:58 PM,51,Virginia,SUFFOLK (800),1,1,4,0
510082,2/26/2014 5:08 PM,51,Virginia,AMHERST (9),3,1,3,0
510083,2/20/2014 10:25 PM,51,Virginia,CHESAPEAKE (550),1,1,1,1
510084,2/18/2014 8:40 AM,51,Virginia,BUCHANAN (27),1,1,1,0
510085,2/18/2014 6:27 PM,51,Virginia,LOUDOUN (107),1,1,1,1
510086,2/25/2014 6:32 PM,51,Virginia,VIRGINIA BEACH (810),2,1,1,0
510087,2/5/2014 11:09 AM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510088,2/22/2014 10:34 PM,51,Virginia,TAZEWELL (185),1,1,1,0
510089,2/25/2014 10:40 PM,51,Virginia,PETERSBURG (730),1,1,1,1
510091,3/3/2014 6:36 AM,51,Virginia,GREENSVILLE (81),1,1,1,0
510092,3/3/2014 12:03 PM,51,Virginia,BRUNSWICK (25),1,1,2,0
510093,3/3/2014 10:45 AM,51,Virginia,AMELIA (7),1,1,1,0
510094,3/3/2014 12:15 PM,51,Virginia,CAMPBELL (31),2,1,2,0
510095,3/7/2014 9:15 AM,51,Virginia,MECKLENBURG (117),2,1,3,0
510096,3/7/2014 2:23 AM,51,Virginia,NEWPORT NEWS (700),1,1,1,1
510097,2/26/2014 1:30 AM,51,Virginia,FLOYD (63),1,1,1,0
510098,3/8/2014 11:48 PM,51,Virginia,HAMPTON (650),6,1,8,0
510099,3/9/2014 3:13 AM,51,Virginia,CHARLES CITY (36),1,2,2,0
510100,3/9/2014 1:21 AM,51,Virginia,PRINCE WILLIAM (153),2,2,5,0
510101,3/11/2014 1:40 PM,51,Virginia,WASHINGTON (191),2,1,2,0
510102,3/13/2014 8:55 AM,51,Virginia,LOUISA (109),1,1,1,0
510103,3/10/2014 10:03 PM,51,Virginia,YORK (199),2,1,2,0
510104,3/13/2014 10:15 AM,51,Virginia,GREENSVILLE (81),1,2,2,0
510105,3/14/2014 2:00 PM,51,Virginia,SUSSEX (183),2,1,2,0
510106,3/14/2014 5:25 PM,51,Virginia,ROCKINGHAM (165),1,1,1,0
510107,3/15/2014 2:19 PM,51,Virginia,APPOMATTOX (11),1,1,1,0
510108,1/17/2014 2:10 PM,51,Virginia,SHENANDOAH (171),1,1,1,0
510109,3/15/2014 9:00 PM,51,Virginia,JAMES CITY (95),1,1,1,0
510110,3/2/2014 12:10 AM,51,Virginia,GILES (71),1,1,1,0
510111,3/18/2014 9:01 AM,51,Virginia,AUGUSTA (15),2,1,2,0
510112,3/21/2014 10:20 AM,51,Virginia,CULPEPER (47),2,2,5,0
510113,3/21/2014 7:51 AM,51,Virginia,HANOVER (85),1,1,1,0
510114,3/21/2014 5:15 PM,51,Virginia,PITTSYLVANIA (143),1,1,2,0
510115,3/22/2014 6:50 AM,51,Virginia,GILES (71),1,1,1,0
510116,3/21/2014 11:50 PM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510117,3/21/2014 8:26 PM,51,Virginia,BEDFORD (19),1,1,1,1
510118,3/23/2014 11:30 AM,51,Virginia,BUCKINGHAM (29),1,1,1,0
510119,3/23/2014 6:30 AM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510120,3/24/2014 4:10 PM,51,Virginia,LEE (105),1,1,1,0
510121,3/23/2014 3:28 AM,51,Virginia,FAIRFAX (59),2,1,17,0
510122,3/24/2014 9:54 PM,51,Virginia,NEWPORT NEWS (700),1,1,1,1
510123,3/11/2014 5:00 PM,51,Virginia,TAZEWELL (185),1,1,1,0
