CaseNumber,Make,Model,Year,LicenseState,Death,Speeding,SpeedLimit,RoadConditions,Violation
63049,Suzuki,125-349cc,2018,California,1,"Yes, Too Fast for Conditions",65,Dry,None
63049,Toyota,Tundra,2007,California,0,No,65,Dry,None
63049,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,65,Dry,None
63050,Nissan/Datsun,350Z/370Z,2003,California,2,"Yes, Too Fast for Conditions",65,Dry,None
63051,KIA,Forte,2014,California,1,"Yes, Too Fast for Conditions",65,Dry,None
63051,Lexus,RX330/350/400h/450h,2011,California,0,No,65,Dry,None
63052,Chevrolet,Malibu/Malibu Maxx,2019,California,1,No,55,Dry,None
63052,Dodge,Ram Pickup,2004,California,0,No,55,Dry,None
63053,Toyota,Corolla,2017,California,1,No,65,Wet,None
63053,Dodge,Neon,2002,California,0,No,65,Wet,None
63054,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,45,Dry,None
63055,Chevrolet,Equinox,2012,California,1,No,65,Dry,None
63055,Chevrolet,Cruze,2013,California,0,No,65,Dry,None
63056,Nissan/Datsun,Sentra,2018,California,2,No,45,Dry,None
63057,Honda,Passport,1994,California,1,No,70,Dry,None
63058,Nissan/Datsun,Sentra,2007,California,0,No,55,Dry,None
63059,Toyota,Pickup,1989,California,1,No,45,Dry,None
63059,Nissan/Datsun,Pathfinder,1999,California,0,No,45,Dry,None
63060,Ford,Fiesta,2016,California,1,No,40,Wet,None
63061,Yamaha,750cc or greater,2001,California,1,"Yes, Too Fast for Conditions",65,Dry,None
63061,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2017,California,0,No,65,Dry,None
63062,Jeep / Kaiser-Jeep / Willys- Jeep,Renegade,2015,California,1,No,0,Non-Trafficway or Driveway Access,None
63062,Ford,F-Series pickup,2000,California,0,No,55,Dry,None
63063,Hyundai,Sonata,2011,California,2,"Yes, Too Fast for Conditions",45,Dry,None
63064,Dodge,Ram Pickup,2002,California,0,No,35,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
63065,Nissan/Datsun,Altima,2019,California,1,No,55,Wet,None
63065,Nissan/Datsun,Sentra,2015,California,1,No,55,Wet,None
63066,Audi,A4,2005,California,0,"Yes, Too Fast for Conditions",55,Dry,None
63067,Honda,CR-V,2018,California,1,No,55,Dry,None
63068,GMC,Fullsize Jimmy/Yukon,2004,California,0,No,55,Dry,None
63068,Subaru,Forester,2020,California,0,No,55,Dry,None
63068,Honda,"Civic/CRX, del Sol",2016,California,1,No,55,Dry,None
63069,Chevrolet,"C, K, R, V-series pickup/Silverado",2015,California,0,No,50,Dry,None
63070,Toyota,Scion xB (2004-2011 only.  See Scion for 2012 on.),2010,California,0,No,40,Dry,None
63071,Toyota,Camry,2006,California,0,No,35,Dry,None
63072,Toyota,T-100,1996,California,0,No,45,Dry,None
63073,Gillig,Other (bus),2007,California,0,"Yes, Too Fast for Conditions",25,Dry,None
63074,Volkswagen,Golf/Cabriolet/Cabrio/GTI/ GLI,2002,California,1,Reported as Unknown,55,Dry,None
63074,Ford,Escape,2009,California,3,Reported as Unknown,55,Dry,None
63075,Toyota,RAV4 *,2018,California,0,No,40,Dry,None
63076,Nissan/Datsun,Altima,2014,California,2,Reported as Unknown,65,Dry,None
63077,Saturn,Aura,2008,California,1,No,65,Wet,None
63078,Nissan/Datsun,Xterra,2010,California,0,"Yes, Too Fast for Conditions",35,Dry,None
63079,Nissan/Datsun,Altima,2007,California,1,"Yes, Racing",40,Wet,None
63079,Nissan/Datsun,Altima,2016,California,0,No,40,Wet,None
63080,Honda,"Civic/CRX, del Sol",2005,California,0,No,30,Dry,None
63080,Yamaha,450-749cc,2008,California,1,No,30,Dry,None
63081,Nissan/Datsun,350Z/370Z,2006,California,1,"Yes, Too Fast for Conditions",35,Dry,None
63082,Mercedes-Benz,CLA Class,2016,California,0,No,40,Wet,None
63082,Other Make,Unknown cc,9999,California,1,No,40,Wet,None
63083,Toyota,Corolla,2018,California,1,Reported as Unknown,25,Dry,None
63084,Chevrolet,Cruze,2014,California,1,No,55,Dry,None
63084,Toyota,Camry,1999,California,0,No,55,Dry,None
63085,Acura,TL,2002,California,0,"Yes, Too Fast for Conditions",45,Dry,None
63085,Toyota,Camry,2012,California,1,No,45,Dry,None
63086,Honda,"Civic/CRX, del Sol",2008,California,1,No,55,Dry,None
63086,Chevrolet,Fullsize Blazer/Tahoe,2016,California,0,"Yes, Too Fast for Conditions",55,Dry,None
63087,BMW,3-series,2002,California,0,No,45,Dry,None
63087,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1994,California,1,Reported as Unknown,45,Dry,None
63088,Nissan/Datsun,"Rogue (For 2019 on.  For model years 2008-2018, see 35-051.)",2019,California,1,No,45,Wet,None
63088,Ford,Transit,2015,California,0,No,45,Wet,None
63089,Toyota,Minivan (1984-90)/ Previa (1991 on),1992,California,1,No,65,Dry,None
63089,Toyota,Tundra,2005,California,0,No,65,Dry,None
63090,Mazda,Mazda6,2015,California,0,"Yes, Too Fast for Conditions",45,Dry,None
63090,Toyota,Camry,2012,California,1,No,45,Dry,None
63091,Harley-Davidson,750cc or greater,2017,California,1,"Yes, Too Fast for Conditions",45,Dry,None
63092,Chevrolet,G-series van,2001,California,0,"Yes, Too Fast for Conditions",65,Wet,None
63093,Dodge,Caravan/Grand Caravan,1997,California,0,No,60,Dry,None
63093,Hyundai,Santa Fe,2019,California,0,No,60,Dry,None
63094,Toyota,Tacoma,2015,California,2,"Yes, Too Fast for Conditions",65,Wet,None
63094,Chevrolet,Fullsize Blazer/Tahoe,2017,California,0,No,65,Wet,None
63095,Ford,Medium/Heavy Van-Based Vehicle,2005,California,1,"Yes, Exceeded Speed Limit",55,Dry,None
63096,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,40,Dry,None
63097,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2005,California,0,No,40,Dry,None
63097,Lexus,ES-250/300/300h/330/ 350,2002,California,1,No,40,Dry,None
63098,BMW,3-series,2011,California,1,"Yes, Too Fast for Conditions",35,Wet,None
63099,Freightliner,Medium/Heavy - CBE,2016,California,0,No,25,Dry,None
63100,Lexus,CT 200h,2013,California,0,No,65,Dry,None
63100,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2014,California,0,No,65,Dry,None
63101,Honda,"Civic/CRX, del Sol",2008,California,1,No,70,Wet,None
63101,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,70,Wet,None
63102,Chevrolet,"Medium/Heavy Pickup (pickup-style only ï¿½ over 10,000 lbs)",2019,California,0,"Yes, Too Fast for Conditions",35,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
63102,Mercedes-Benz,200/220/230/240/ 250/260/280/300/ 320/420,1994,California,1,No,35,Dry,None
63103,Other Import,Mini-Cooper,2013,California,0,No,65,Wet,None
63104,Nissan/Datsun,Sentra,2016,California,1,"Yes, Exceeded Speed Limit",45,Not Reported,None
63104,Ford,Transit Connect,2016,California,0,No,45,Not Reported,None
63105,Ford,F-Series pickup,2001,California,0,No,25,Dry,None
63106,Other Domestic Manufacturers,Tesla,2018,California,0,"Yes, Too Fast for Conditions",30,Dry,None
63107,Chevrolet,"C, K, R, V-series pickup/Silverado",2004,California,1,No,55,Dry,None
63108,Mazda,Miata/MX-5,1991,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,65,Dry,No Driver Present/Unknown if Driver Present
63108,Ford,Escape,2003,California,0,No,65,Dry,None
63109,Other Import,Lamborghini,2018,District of Columbia,0,No,45,Dry,None
63109,Suzuki,450-749cc,2009,California,1,No,45,Dry,None
63110,Ford,E-Series Van/Econoline,2003,California,1,No,65,Dry,None
63111,Toyota,Pickup,1990,California,1,No,65,Dry,None
63112,Nissan/Datsun,Pathfinder Armada,2019,California,0,No,50,Dry,None
63112,Ford,Flex,2010,California,2,No,50,Dry,None
63113,Honda,"Civic/CRX, del Sol",2014,California,1,No,35,Dry,None
63114,Nissan/Datsun,Altima,2009,California,0,No,65,Dry,None
63114,Honda,450-749 cc,2013,California,2,No,65,Dry,None
63115,Toyota,Tundra,2001,California,0,No,45,Dry,None
63115,Toyota,Camry,1994,California,1,No,35,Dry,None
63115,Chevrolet,"C, K, R, V-series pickup/Silverado",2015,California,0,No,45,Dry,None
63116,Acura,Legend,1988,California,0,No,45,Dry,None
63117,Toyota,Tacoma,2007,California,0,No,35,Not Reported,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
63117,Toyota,Tacoma,2007,California,0,No,35,Not Reported,Manslaughter or homicide
63117,Mazda,Mazda6,2003,California,3,No,35,Not Reported,None
63118,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,2016,California,0,No,40,Dry,None
63118,Nissan/Datsun,Altima,2019,California,1,No,40,Dry,None
63119,Toyota,Corolla,2020,California,0,"Yes, Too Fast for Conditions",70,Dry,None
63119,Mercedes-Benz,C Class (94 on),2010,California,1,No,70,Dry,None
63120,Yamaha,350cc or greater (ATV),2019,California,1,"Yes, Too Fast for Conditions",25,Dry,None
63120,Toyota,Camry,2009,California,0,No,25,Dry,None
63121,Toyota,Camry,2003,California,0,No,25,Dry,None
63122,Jeep / Kaiser-Jeep / Willys- Jeep,Liberty,2003,California,0,No,35,Wet,None
63123,Toyota,Corolla,2019,California,2,No,65,Dry,None
63123,Other Make,Hino,2020,California,0,No,65,Dry,None
63124,Ford,Escape,2002,California,1,No,30,Dry,None
63124,Honda,Odyssey,2010,California,0,No,30,Dry,None
63125,Hyundai,Tucson,2011,California,0,No,50,Dry,None
63125,Audi,A5,2016,California,1,No,50,Dry,None
63126,Acura,Integra,1999,California,1,"Yes, Too Fast for Conditions",65,Dry,None
63126,BMW,3-series,2000,California,0,No,65,Dry,None
63127,Dodge,Durango (2004 on; see 402 for 1998-2003 models),2004,California,0,"Yes, Too Fast for Conditions",65,Dry,None
63127,Nissan/Datsun,Altima,2006,California,1,No,65,Dry,None
63128,KIA,Optima,2015,California,1,"Yes, Too Fast for Conditions",50,Wet,None
63129,Nissan/Datsun,Pathfinder,2016,California,0,No,35,Dry,None
63130,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,"Yes, Too Fast for Conditions",35,Dry,None
63131,Mercedes-Benz,E Class (97 on),2002,California,1,"Yes, Too Fast for Conditions",65,Dry,None
63132,Nissan/Datsun,350Z/370Z,2008,California,1,"Yes, Too Fast for Conditions",65,Wet,None
63133,Ford,Expedition,2003,California,0,No,45,Dry,None
63134,Mercury,Sable,2002,California,0,No,40,Wet,None
63135,Toyota,Sienna,1998,California,0,No,40,Dry,None
63136,Acura,MDX,2007,California,0,No,55,Dry,None
63136,Nissan/Datsun,Altima,2019,California,1,No,55,Dry,None
63137,Lexus,RX330/350/400h/450h,2008,California,0,No,35,Wet,None
63138,Nissan/Datsun,350Z/370Z,2007,California,0,No,35,Dry,None
63139,KIA,Optima,2007,California,0,No,45,Dry,None
63139,Chevrolet,"C, K, R, V-series pickup/Silverado",2015,California,0,No,45,Dry,None
63140,Toyota,Tacoma,2007,California,0,No,40,Dry,None
63140,GMC,G-series van/Savana,2002,California,1,No,40,Dry,None
63141,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2017,California,0,No,65,Dry,None
63142,Subaru,Impreza,2013,California,1,"Yes, Too Fast for Conditions",55,Dry,None
63142,Nissan/Datsun,Pathfinder,2020,Washington,0,No,55,Dry,None
63143,Lexus,RX300/350,2001,California,0,"Yes, Too Fast for Conditions",40,Wet,None
63143,Toyota,Sequoia,2005,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,40,Wet,No Driver Present/Unknown if Driver Present
63144,Volkswagen,Jetta/Jetta SportsWagen,2002,California,1,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
63144,Jeep / Kaiser-Jeep / Willys- Jeep,Grand Cherokee (For 2014 on.  Use model 404 for model years prior to 2013.),2017,California,0,No,55,Dry,None
63145,KIA,Optima,2012,California,0,No,65,Dry,None
63146,Honda,750 cc or greater,2017,California,1,"Yes, Too Fast for Conditions",65,Dry,None
63146,Honda,Fit,2015,California,0,No,65,Dry,None
63147,Ford,Pinto,1971,California,1,"Yes, Too Fast for Conditions",40,Dry,None
63147,Mazda,CX5,2015,California,0,No,40,Dry,None
63148,Nissan/Datsun,Altima,2008,California,1,No,35,Dry,None
63148,Buick / Opel,Enclave (2013 on.  See model 024 for 2008-12 model years.),2016,California,0,No,35,Dry,None
63149,Hyundai,Elantra,2003,California,0,No,50,Dry,None
63149,Mazda,323/GLC/ Protï¿½gï¿½/ Protï¿½gï¿½5,1991,California,1,No,50,Dry,None
63150,Honda,"Civic/CRX, del Sol",2007,California,1,"Yes, Too Fast for Conditions",40,Dry,None
63151,Lexus,ES-250/300/300h/330/ 350,2003,California,0,"Yes, Too Fast for Conditions",40,Dry,Non-moving violations generally
63152,Ford,F-Series pickup,2019,Washington,0,No,40,Dry,None
63153,Toyota,Corolla,2006,California,0,No,55,Dry,None
63154,Honda,"Civic/CRX, del Sol",1998,California,0,No,35,Dry,None
63155,Toyota,T-100,1996,California,1,No,25,Dry,None
63156,Ford,Expedition,2003,California,1,No,25,Dry,None
63157,Lexus,RX330/350/400h/450h,2011,California,1,No,30,Dry,None
63158,Dodge,Ram Pickup,2014,California,1,"Yes, Too Fast for Conditions",40,Dry,None
63159,Toyota,Corolla,2004,California,1,"Yes, Exceeded Speed Limit",40,Dry,None
63160,Nissan/Datsun,Versa,2011,California,0,No,35,Dry,None
63161,Dodge,Ram Pickup,2015,California,0,No,40,Dry,None
63162,Ford,F-Series pickup,2008,California,0,No,35,Dry,None
63163,Mercedes-Benz,CLA Class,2018,California,3,"Yes, Too Fast for Conditions",50,Dry,None
63164,Honda,750 cc or greater,2015,California,1,"Yes, Too Fast for Conditions",50,Dry,None
63164,Dodge,Ram Pickup,2007,California,0,No,25,Dry,None
63165,Ford,F-Series pickup,2004,California,0,No,40,Wet,None
63166,Ford,F-Series pickup,2015,California,1,No,65,Dry,None
63167,Ford,"Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2013,California,0,No,30,Wet,None
63167,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2004,California,1,"Yes, Too Fast for Conditions",30,Wet,None
63168,Dodge,Ram Pickup,2019,Texas,0,No,35,Dry,None
63168,Other Make,450-749cc,2013,California,1,"Yes, Too Fast for Conditions",35,Dry,None
63169,Yamaha,750cc or greater,2017,California,1,No,65,Dry,None
63169,Toyota,Sienna,2006,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,65,Dry,No Driver Present/Unknown if Driver Present
63170,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,35,Dry,None
63171,Dodge,Caravan/Grand Caravan,2006,California,1,No,40,Wet,None
63171,Chevrolet,Colorado,2012,California,1,No,40,Wet,None
63172,Volkswagen,New Beetle,2001,California,0,No,50,Dry,None
63172,Nissan/Datsun,Nissan/Datsun Pickup (1955-1997),1985,California,2,No,50,Dry,None
63173,Chevrolet,"C, K, R, V-series pickup/Silverado",2009,California,0,No,40,Dry,None
63174,Toyota,Tacoma,2012,California,0,No,55,Dry,None
63175,Chevrolet,"C, K, R, V-series pickup/Silverado",2004,California,0,No,40,Dry,None
63176,BMW,1-Series,2011,California,1,"Yes, Too Fast for Conditions",40,Dry,None
63177,Other Import,Mini-Cooper,2006,California,0,No,45,Dry,None
63178,Ford,Focus,2005,California,0,No,35,Dry,None
63179,Mitsubishi,"Outlander (For 2003-2018 only.  For model years 2019 on, see 52-404.)",2017,California,1,No,25,Dry,None
63179,Toyota,Tacoma,2015,California,0,No,25,Dry,None
63180,Hyundai,Veloster,2016,California,0,No,55,Dry,None
63181,Infiniti,G25/G35/G37,2004,California,1,"Yes, Too Fast for Conditions",50,Dry,None
63182,KIA,Rio/Rio5,2002,California,0,No,45,Wet,None
63183,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,40,Dry,Unknown Violation(s)
63184,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,50,Dry,None
63185,Volvo,Medium/Heavy ï¿½ CBE,2011,California,0,"Yes, Too Fast for Conditions",55,Dry,None
63185,Chevrolet,Aveo/Aveo 5,2004,California,2,No,55,Dry,None
63185,Toyota,Sienna,2011,California,0,No,55,Dry,None
63185,Freightliner,Medium/Heavy - CBE,2019,Canada,0,No,55,Dry,None
63186,Ford,Transit,2016,California,0,"Yes, Too Fast for Conditions",65,Dry,None
63186,Hyundai,Elantra,2012,California,1,No,65,Dry,None
63187,Nissan/Datsun,Altima,2015,California,0,No,45,Wet,None
63187,Dodge,Avenger,2011,California,1,No,45,Wet,None
63188,GMC,Fullsize Jimmy/Yukon,2003,California,0,No,25,Dry,None
63189,Chevrolet,"Impala/Caprice (For SS from 2014 on, use 20-021.)",2019,District of Columbia,0,No,98,Not Reported,None
63190,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,2003,California,2,No,55,Dry,None
63191,Ford,Taurus/Taurus X,2006,California,0,"Yes, Too Fast for Conditions",45,Wet,Unknown Violation(s)
63192,BMW,3-series,2004,California,0,"Yes, Too Fast for Conditions",98,Dry,Manslaughter or homicide
63192,BMW,3-series,2004,California,0,"Yes, Too Fast for Conditions",98,Dry,"Hit-and-run, fail to stop after crash"
63192,BMW,3-series,2004,California,0,"Yes, Too Fast for Conditions",98,Dry,Fleeing or eluding police
63192,BMW,3-series,2004,California,0,"Yes, Too Fast for Conditions",98,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
63192,Mazda,MPV,1995,California,1,No,35,Dry,None
63193,Honda,"Civic/CRX, del Sol",1995,California,0,No,45,Dry,None
63194,Toyota,Camry,1999,California,1,"Yes, Too Fast for Conditions",45,Dry,None
63195,Toyota,Tacoma,2000,California,0,No,30,Dry,None
63196,Chevrolet,Equinox,2013,California,0,No,35,Dry,None
63197,Isuzu,Rodeo/ Rodeo Sport,1999,California,0,No,40,Dry,None
63198,Dodge,Ram Pickup,2018,California,0,No,25,Dry,None
63199,Honda,CR-V,2015,Reported as Unknown,0,Reported as Unknown,30,Dry,None
63200,Toyota,Prius *,2006,California,1,No,30,Wet,None
63201,Ford,Taurus/Taurus X,2001,California,1,No,35,Dry,None
63202,Chevrolet,Camaro,2014,California,0,No,40,Dry,None
63203,Honda,CR-V,2018,California,1,No,45,Dry,None
63203,Other Domestic Manufacturers,Tesla,2019,California,0,No,45,Dry,None
63204,Toyota,Camry,2007,California,0,No,50,Other,None
63205,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,99,Dry,None
63206,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2017,California,0,No,35,Dry,None
63206,Unknown Make,Unknown (automobile),9999,Reported as Unknown,0,Reported as Unknown,35,Dry,None
63206,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,35,Dry,None
63207,Honda,CR-V,2014,California,1,"Yes, Too Fast for Conditions",55,Dry,None
63207,Chevrolet,Medium/Heavy ï¿½ CBE,1999,California,0,No,55,Dry,None
63207,Honda,CR-V,2017,California,0,No,55,Dry,None
63208,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2005,California,0,No,35,Dry,None
